word,video_file,landmarks_file,landmarks_hands_only_file,num_frames,avg_landmarks,valid_frame_ratio,signer_id,avg_hands_detected,both_hands_ratio,one_hand_ratio,no_hand_ratio,quality_score,status
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_1_112929.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_1_112929.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_1_112929.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_0_115642.mp4,data/landmarks/COMER/COMER_rep_0_115642.npy,data/landmarks_hands_only/COMER/COMER_rep_0_115642.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_2_110133.mp4,data/landmarks/HOLA/HOLA_rep_2_110133.npy,data/landmarks_hands_only/HOLA/HOLA_rep_2_110133.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_0_121145.mp4,data/landmarks/GRACIAS/GRACIAS_rep_0_121145.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_0_121145.npy,60,74.65,1.0,0,1.9833333333333336,0.9833333333333332,0.0166666666666666,0.0,0.9955833333333334,ACCEPT
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_3_120625.mp4,data/landmarks/AYUDA/AYUDA_rep_3_120625.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_3_120625.npy,60,73.25,1.0,0,1.9166666666666667,0.9166666666666666,0.0833333333333333,0.0,0.9779166666666664,ACCEPT
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_3_113758.mp4,data/landmarks/GRACIAS/GRACIAS_rep_3_113758.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_3_113758.npy,60,73.6,0.9666666666666668,0,1.9333333333333331,0.9666666666666668,0.0,0.0333333333333333,0.9823333333333332,ACCEPT
SI,data/raw_videos/SI/SI_rep_3_111331.mp4,data/landmarks/SI/SI_rep_3_111331.npy,data/landmarks_hands_only/SI/SI_rep_3_111331.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_2_114320.mp4,data/landmarks/HOLA/HOLA_rep_2_114320.npy,data/landmarks_hands_only/HOLA/HOLA_rep_2_114320.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_3_115547.mp4,data/landmarks/BANIO/BANIO_rep_3_115547.npy,data/landmarks_hands_only/BANIO/BANIO_rep_3_115547.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT
TU,data/raw_videos/TU/TU_rep_1_125732.mp4,data/landmarks/TU/TU_rep_1_125732.npy,data/landmarks_hands_only/TU/TU_rep_1_125732.npy,60,51.2,0.8666666666666667,0,0.8666666666666667,0.0,0.8666666666666667,0.1333333333333333,0.9407407407407408,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_3_105150.mp4,data/landmarks/BANIO/BANIO_rep_3_105150.npy,data/landmarks_hands_only/BANIO/BANIO_rep_3_105150.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
SI,data/raw_videos/SI/SI_rep_0_111221.mp4,data/landmarks/SI/SI_rep_0_111221.npy,data/landmarks_hands_only/SI/SI_rep_0_111221.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_1_121731.mp4,data/landmarks/HOLA/HOLA_rep_1_121731.npy,data/landmarks_hands_only/HOLA/HOLA_rep_1_121731.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_2_143748.mp4,data/landmarks/BANIO/BANIO_rep_2_143748.npy,data/landmarks_hands_only/BANIO/BANIO_rep_2_143748.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
NO,data/raw_videos/NO/NO_rep_1_154431.mp4,data/landmarks/NO/NO_rep_1_154431.npy,data/landmarks_hands_only/NO/NO_rep_1_154431.npy,60,51.55,0.8833333333333333,0,0.8833333333333333,0.0,0.8833333333333333,0.1166666666666666,0.948148148148148,ACCEPT
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_0_120606.mp4,data/landmarks/AYUDA/AYUDA_rep_0_120606.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_0_120606.npy,60,74.65,1.0,0,1.9833333333333336,0.9833333333333332,0.0166666666666666,0.0,0.9955833333333334,ACCEPT
TU,data/raw_videos/TU/TU_rep_3_111615.mp4,data/landmarks/TU/TU_rep_3_111615.npy,data/landmarks_hands_only/TU/TU_rep_3_111615.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
NO,data/raw_videos/NO/NO_rep_2_120008.mp4,data/landmarks/NO/NO_rep_2_120008.npy,data/landmarks_hands_only/NO/NO_rep_2_120008.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_2_123841.mp4,data/landmarks/GRACIAS/GRACIAS_rep_2_123841.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_2_123841.npy,60,73.95,1.0,0,1.95,0.95,0.05,0.0,0.98675,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_3_110024.mp4,data/landmarks/HOLA/HOLA_rep_3_110024.npy,data/landmarks_hands_only/HOLA/HOLA_rep_3_110024.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_1_120532.mp4,data/landmarks/AYUDA/AYUDA_rep_1_120532.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_1_120532.npy,60,74.65,1.0,0,1.9833333333333336,0.9833333333333332,0.0166666666666666,0.0,0.9955833333333334,ACCEPT
SI,data/raw_videos/SI/SI_rep_0_154328.mp4,data/landmarks/SI/SI_rep_0_154328.npy,data/landmarks_hands_only/SI/SI_rep_0_154328.npy,60,51.55,0.8833333333333333,0,0.8833333333333333,0.0,0.8833333333333333,0.1166666666666666,0.948148148148148,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_0_110005.mp4,data/landmarks/HOLA/HOLA_rep_0_110005.npy,data/landmarks_hands_only/HOLA/HOLA_rep_0_110005.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_1_114036.mp4,data/landmarks/AYUDA/AYUDA_rep_1_114036.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_1_114036.npy,60,74.65,1.0,0,1.9833333333333336,0.9833333333333332,0.0166666666666666,0.0,0.9955833333333334,ACCEPT
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_3_113852.mp4,data/landmarks/GRACIAS/GRACIAS_rep_3_113852.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_3_113852.npy,60,73.6,0.9666666666666668,0,1.9333333333333331,0.9666666666666668,0.0,0.0333333333333333,0.9823333333333332,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_2_112942.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_2_112942.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_2_112942.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
TU,data/raw_videos/TU/TU_rep_1_111503.mp4,data/landmarks/TU/TU_rep_1_111503.npy,data/landmarks_hands_only/TU/TU_rep_1_111503.npy,60,51.9,0.9,0,0.9,0.0,0.9,0.1,0.9555555555555556,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_0_120904.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_0_120904.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_0_120904.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_2_121158.mp4,data/landmarks/GRACIAS/GRACIAS_rep_2_121158.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_2_121158.npy,60,73.6,0.9833333333333332,0,1.9333333333333331,0.95,0.0333333333333333,0.0166666666666666,0.9823333333333332,ACCEPT
NO,data/raw_videos/NO/NO_rep_0_115943.mp4,data/landmarks/NO/NO_rep_0_115943.npy,data/landmarks_hands_only/NO/NO_rep_0_115943.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_0_120606 copy.mp4,data/landmarks/AYUDA/AYUDA_rep_0_120606 copy.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_0_120606 copy.npy,60,75.0,1.0,0,2.0,1.0,0.0,0.0,1.0,ACCEPT
YO,data/raw_videos/YO/YO_rep_3_112119.mp4,data/landmarks/YO/YO_rep_3_112119.npy,data/landmarks_hands_only/YO/YO_rep_3_112119.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_2_140829.mp4,data/landmarks/COMER/COMER_rep_2_140829.npy,data/landmarks_hands_only/COMER/COMER_rep_2_140829.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
YO,data/raw_videos/YO/YO_rep_1_114855.mp4,data/landmarks/YO/YO_rep_1_114855.npy,data/landmarks_hands_only/YO/YO_rep_1_114855.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
YO,data/raw_videos/YO/YO_rep_0_125200.mp4,data/landmarks/YO/YO_rep_0_125200.npy,data/landmarks_hands_only/YO/YO_rep_0_125200.npy,60,51.55,0.8833333333333333,0,0.8833333333333333,0.0,0.8833333333333333,0.1166666666666666,0.948148148148148,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_3_105430.mp4,data/landmarks/BANIO/BANIO_rep_3_105430.npy,data/landmarks_hands_only/BANIO/BANIO_rep_3_105430.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
YO,data/raw_videos/YO/YO_rep_0_125332.mp4,data/landmarks/YO/YO_rep_0_125332.npy,data/landmarks_hands_only/YO/YO_rep_0_125332.npy,60,51.2,0.8666666666666667,0,0.8666666666666667,0.0,0.8666666666666667,0.1333333333333333,0.9407407407407408,ACCEPT
NO,data/raw_videos/NO/NO_rep_1_115926.mp4,data/landmarks/NO/NO_rep_1_115926.npy,data/landmarks_hands_only/NO/NO_rep_1_115926.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_3_112557.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_3_112557.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_3_112557.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
YO,data/raw_videos/YO/YO_rep_0_114941.mp4,data/landmarks/YO/YO_rep_0_114941.npy,data/landmarks_hands_only/YO/YO_rep_0_114941.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_2_143203.mp4,data/landmarks/AYUDA/AYUDA_rep_2_143203.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_2_143203.npy,60,74.3,1.0,0,1.9666666666666663,0.9666666666666668,0.0333333333333333,0.0,0.9911666666666666,ACCEPT
YO,data/raw_videos/YO/YO_rep_2_112226.mp4,data/landmarks/YO/YO_rep_2_112226.npy,data/landmarks_hands_only/YO/YO_rep_2_112226.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_2_140709.mp4,data/landmarks/COMER/COMER_rep_2_140709.npy,data/landmarks_hands_only/COMER/COMER_rep_2_140709.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_0_114011.mp4,data/landmarks/AYUDA/AYUDA_rep_0_114011.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_0_114011.npy,60,75.0,1.0,0,2.0,1.0,0.0,0.0,1.0,ACCEPT
TU,data/raw_videos/TU/TU_rep_0_111413.mp4,data/landmarks/TU/TU_rep_0_111413.npy,data/landmarks_hands_only/TU/TU_rep_0_111413.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
TU,data/raw_videos/TU/TU_rep_3_111735.mp4,data/landmarks/TU/TU_rep_3_111735.npy,data/landmarks_hands_only/TU/TU_rep_3_111735.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
TU,data/raw_videos/TU/TU_rep_2_111658.mp4,data/landmarks/TU/TU_rep_2_111658.npy,data/landmarks_hands_only/TU/TU_rep_2_111658.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_3_110058.mp4,data/landmarks/HOLA/HOLA_rep_3_110058.npy,data/landmarks_hands_only/HOLA/HOLA_rep_3_110058.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_0_113542.mp4,data/landmarks/GRACIAS/GRACIAS_rep_0_113542.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_0_113542.npy,60,74.3,1.0,0,1.9666666666666663,0.9666666666666668,0.0333333333333333,0.0,0.9911666666666666,ACCEPT
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_0_123828.mp4,data/landmarks/GRACIAS/GRACIAS_rep_0_123828.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_0_123828.npy,60,74.65,1.0,0,1.9833333333333336,0.9833333333333332,0.0166666666666666,0.0,0.9955833333333334,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_1_120741.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_1_120741.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_1_120741.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
TU,data/raw_videos/TU/TU_rep_1_111544.mp4,data/landmarks/TU/TU_rep_1_111544.npy,data/landmarks_hands_only/TU/TU_rep_1_111544.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_2_120619.mp4,data/landmarks/AYUDA/AYUDA_rep_2_120619.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_2_120619.npy,60,74.65,1.0,0,1.9833333333333336,0.9833333333333332,0.0166666666666666,0.0,0.9955833333333334,ACCEPT
NO,data/raw_videos/NO/NO_rep_1_110520.mp4,data/landmarks/NO/NO_rep_1_110520.npy,data/landmarks_hands_only/NO/NO_rep_1_110520.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
YO,data/raw_videos/YO/YO_rep_1_125352.mp4,data/landmarks/YO/YO_rep_1_125352.npy,data/landmarks_hands_only/YO/YO_rep_1_125352.npy,60,51.2,0.8666666666666667,0,0.8666666666666667,0.0,0.8666666666666667,0.1333333333333333,0.9407407407407408,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_2_115740.mp4,data/landmarks/COMER/COMER_rep_2_115740.npy,data/landmarks_hands_only/COMER/COMER_rep_2_115740.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_0_140816.mp4,data/landmarks/COMER/COMER_rep_0_140816.npy,data/landmarks_hands_only/COMER/COMER_rep_0_140816.npy,60,50.5,0.8333333333333334,0,0.8333333333333334,0.0,0.8333333333333334,0.1666666666666666,0.925925925925926,ACCEPT
YO,data/raw_videos/YO/YO_rep_2_114901.mp4,data/landmarks/YO/YO_rep_2_114901.npy,data/landmarks_hands_only/YO/YO_rep_2_114901.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_2_115701.mp4,data/landmarks/COMER/COMER_rep_2_115701.npy,data/landmarks_hands_only/COMER/COMER_rep_2_115701.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_2_123535.mp4,data/landmarks/GRACIAS/GRACIAS_rep_2_123535.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_2_123535.npy,60,74.65,1.0,0,1.9833333333333336,0.9833333333333332,0.0166666666666666,0.0,0.9955833333333334,ACCEPT
SI,data/raw_videos/SI/SI_rep_3_110823.mp4,data/landmarks/SI/SI_rep_3_110823.npy,data/landmarks_hands_only/SI/SI_rep_3_110823.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
BANIO,data/raw_videos/BANIO/BANIO_rep_2_105325.mp4,data/landmarks/BANIO/BANIO_rep_2_105325.npy,data/landmarks_hands_only/BANIO/BANIO_rep_2_105325.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
YO,data/raw_videos/YO/YO_rep_0_114912.mp4,data/landmarks/YO/YO_rep_0_114912.npy,data/landmarks_hands_only/YO/YO_rep_0_114912.npy,60,52.25,0.9166666666666666,0,0.9166666666666666,0.0,0.9166666666666666,0.0833333333333333,0.962962962962963,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_1_110011.mp4,data/landmarks/HOLA/HOLA_rep_1_110011.npy,data/landmarks_hands_only/HOLA/HOLA_rep_1_110011.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
YO,data/raw_videos/YO/YO_rep_2_112113.mp4,data/landmarks/YO/YO_rep_2_112113.npy,data/landmarks_hands_only/YO/YO_rep_2_112113.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
SI,data/raw_videos/SI/SI_rep_2_154202.mp4,data/landmarks/SI/SI_rep_2_154202.npy,data/landmarks_hands_only/SI/SI_rep_2_154202.npy,60,51.55,0.8833333333333333,0,0.8833333333333333,0.0,0.8833333333333333,0.1166666666666666,0.948148148148148,ACCEPT
NO,data/raw_videos/NO/NO_rep_2_120107.mp4,data/landmarks/NO/NO_rep_2_120107.npy,data/landmarks_hands_only/NO/NO_rep_2_120107.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
HOLA,data/raw_videos/HOLA/HOLA_rep_0_110150.mp4,data/landmarks/HOLA/HOLA_rep_0_110150.npy,data/landmarks_hands_only/HOLA/HOLA_rep_0_110150.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT
SI,data/raw_videos/SI/SI_rep_2_110859.mp4,data/landmarks/SI/SI_rep_2_110859.npy,data/landmarks_hands_only/SI/SI_rep_2_110859.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT
COMER,data/raw_videos/COMER/COMER_rep_0_105840.mp4,data/landmarks/COMER/COMER_rep_0_105840.npy,data/landmarks_hands_only/COMER/COMER_rep_0_105840.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_3_112913.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_3_112913.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_3_112913.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_2_112720.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_2_112720.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_2_112720.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
TU,data/raw_videos/TU/TU_rep_0_115131.mp4,data/landmarks/TU/TU_rep_0_115131.npy,data/landmarks_hands_only/TU/TU_rep_0_115131.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT
NO,data/raw_videos/NO/NO_rep_2_110422.mp4,data/landmarks/NO/NO_rep_2_110422.npy,data/landmarks_hands_only/NO/NO_rep_2_110422.npy,60,55.75,0.9833333333333332,0,1.0833333333333333,0.1,0.8833333333333333,0.0166666666666666,0.9958333333333332,ACCEPT
NO,data/raw_videos/NO/NO_rep_1_154613.mp4,data/landmarks/NO/NO_rep_1_154613.npy,data/landmarks_hands_only/NO/NO_rep_1_154613.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT
