word,video_file,landmarks_file,landmarks_hands_only_file,num_frames,avg_landmarks,valid_frame_ratio,signer_id,avg_hands_detected,both_hands_ratio,one_hand_ratio,no_hand_ratio,quality_score,status,is_augmented,augmentation_type
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_2_124150.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_2_124150.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_2_124150.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,False,original
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_0_143213.mp4,data/landmarks/AYUDA/AYUDA_rep_0_143213_aug_0.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_0_143213_aug_0.npy,60,75.0,1.0,0,2.0,1.0,0.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
BANIO,data/raw_videos/BANIO/BANIO_rep_3_105430.mp4,data/landmarks/BANIO/BANIO_rep_3_105430_aug_0.npy,data/landmarks_hands_only/BANIO/BANIO_rep_3_105430_aug_0.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
BANIO,data/raw_videos/BANIO/BANIO_rep_2_143902.mp4,data/landmarks/BANIO/BANIO_rep_2_143902.npy,data/landmarks_hands_only/BANIO/BANIO_rep_2_143902.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,False,original
TU,data/raw_videos/TU/TU_rep_0_111638.mp4,data/landmarks/TU/TU_rep_0_111638.npy,data/landmarks_hands_only/TU/TU_rep_0_111638.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT,False,original
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_2_120507.mp4,data/landmarks/AYUDA/AYUDA_rep_2_120507_aug_0.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_2_120507_aug_0.npy,60,75.0,1.0,0,2.0,1.0,0.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
HOLA,data/raw_videos/HOLA/HOLA_rep_2_114458.mp4,data/landmarks/HOLA/HOLA_rep_2_114458_aug_0.npy,data/landmarks_hands_only/HOLA/HOLA_rep_2_114458_aug_0.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
TU,data/raw_videos/TU/TU_rep_0_115131.mp4,data/landmarks/TU/TU_rep_0_115131_aug_0.npy,data/landmarks_hands_only/TU/TU_rep_0_115131_aug_0.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_0_120525.mp4,data/landmarks/AYUDA/AYUDA_rep_0_120525.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_0_120525.npy,60,73.25,0.9833333333333332,0,1.9166666666666667,0.9333333333333332,0.05,0.0166666666666666,0.9779166666666664,ACCEPT,False,original
SI,data/raw_videos/SI/SI_rep_1_154025.mp4,data/landmarks/SI/SI_rep_1_154025_aug_0.npy,data/landmarks_hands_only/SI/SI_rep_1_154025_aug_0.npy,60,51.2,0.8666666666666667,0,0.8666666666666667,0.0,0.8666666666666667,0.1333333333333333,0.9407407407407408,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
HOLA,data/raw_videos/HOLA/HOLA_rep_0_110034.mp4,data/landmarks/HOLA/HOLA_rep_0_110034.npy,data/landmarks_hands_only/HOLA/HOLA_rep_0_110034.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,False,original
SI,data/raw_videos/SI/SI_rep_0_111138.mp4,data/landmarks/SI/SI_rep_0_111138_aug_0.npy,data/landmarks_hands_only/SI/SI_rep_0_111138_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
COMER,data/raw_videos/COMER/COMER_rep_1_105613.mp4,data/landmarks/COMER/COMER_rep_1_105613.npy,data/landmarks_hands_only/COMER/COMER_rep_1_105613.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,False,original
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_0_123522.mp4,data/landmarks/GRACIAS/GRACIAS_rep_0_123522_aug_0.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_0_123522_aug_0.npy,60,71.5,0.9333333333333332,0,1.8333333333333333,0.9,0.0333333333333333,0.0666666666666666,0.9558333333333332,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_0_120455.mp4,data/landmarks/AYUDA/AYUDA_rep_0_120455.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_0_120455.npy,60,74.3,1.0,0,1.9666666666666663,0.9666666666666668,0.0333333333333333,0.0,0.9911666666666666,ACCEPT,False,original
COMER,data/raw_videos/COMER/COMER_rep_1_105613.mp4,data/landmarks/COMER/COMER_rep_1_105613_aug_0.npy,data/landmarks_hands_only/COMER/COMER_rep_1_105613_aug_0.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
COMER,data/raw_videos/COMER/COMER_rep_2_105823.mp4,data/landmarks/COMER/COMER_rep_2_105823_aug_0.npy,data/landmarks_hands_only/COMER/COMER_rep_2_105823_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
NO,data/raw_videos/NO/NO_rep_1_110556.mp4,data/landmarks/NO/NO_rep_1_110556.npy,data/landmarks_hands_only/NO/NO_rep_1_110556.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,False,original
SI,data/raw_videos/SI/SI_rep_1_120358.mp4,data/landmarks/SI/SI_rep_1_120358_aug_0.npy,data/landmarks_hands_only/SI/SI_rep_1_120358_aug_0.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_0_121216.mp4,data/landmarks/GRACIAS/GRACIAS_rep_0_121216.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_0_121216.npy,60,75.0,1.0,0,2.0,1.0,0.0,0.0,1.0,ACCEPT,False,original
SI,data/raw_videos/SI/SI_rep_2_154051.mp4,data/landmarks/SI/SI_rep_2_154051_aug_0.npy,data/landmarks_hands_only/SI/SI_rep_2_154051_aug_0.npy,60,50.5,0.8333333333333334,0,0.8333333333333334,0.0,0.8333333333333334,0.1666666666666666,0.925925925925926,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
HOLA,data/raw_videos/HOLA/HOLA_rep_3_110250.mp4,data/landmarks/HOLA/HOLA_rep_3_110250_aug_0.npy,data/landmarks_hands_only/HOLA/HOLA_rep_3_110250_aug_0.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
YO,data/raw_videos/YO/YO_rep_2_125359.mp4,data/landmarks/YO/YO_rep_2_125359_aug_0.npy,data/landmarks_hands_only/YO/YO_rep_2_125359_aug_0.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
HOLA,data/raw_videos/HOLA/HOLA_rep_0_110150.mp4,data/landmarks/HOLA/HOLA_rep_0_110150_aug_0.npy,data/landmarks_hands_only/HOLA/HOLA_rep_0_110150_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
BANIO,data/raw_videos/BANIO/BANIO_rep_1_115504.mp4,data/landmarks/BANIO/BANIO_rep_1_115504.npy,data/landmarks_hands_only/BANIO/BANIO_rep_1_115504.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,False,original
TU,data/raw_videos/TU/TU_rep_2_115121.mp4,data/landmarks/TU/TU_rep_2_115121.npy,data/landmarks_hands_only/TU/TU_rep_2_115121.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,False,original
HOLA,data/raw_videos/HOLA/HOLA_rep_3_110215.mp4,data/landmarks/HOLA/HOLA_rep_3_110215_aug_0.npy,data/landmarks_hands_only/HOLA/HOLA_rep_3_110215_aug_0.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
COMER,data/raw_videos/COMER/COMER_rep_0_105840.mp4,data/landmarks/COMER/COMER_rep_0_105840.npy,data/landmarks_hands_only/COMER/COMER_rep_0_105840.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,False,original
SI,data/raw_videos/SI/SI_rep_3_110823.mp4,data/landmarks/SI/SI_rep_3_110823.npy,data/landmarks_hands_only/SI/SI_rep_3_110823.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,False,original
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_0_121017.mp4,data/landmarks/GRACIAS/GRACIAS_rep_0_121017.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_0_121017.npy,60,72.2,1.0,0,1.8666666666666667,0.8666666666666667,0.1333333333333333,0.0,0.9646666666666668,ACCEPT,False,original
TU,data/raw_videos/TU/TU_rep_0_115131.mp4,data/landmarks/TU/TU_rep_0_115131.npy,data/landmarks_hands_only/TU/TU_rep_0_115131.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,False,original
NO,data/raw_videos/NO/NO_rep_2_154444.mp4,data/landmarks/NO/NO_rep_2_154444.npy,data/landmarks_hands_only/NO/NO_rep_2_154444.npy,60,50.85,0.85,0,0.85,0.0,0.85,0.15,0.9333333333333332,ACCEPT,False,original
BANIO,data/raw_videos/BANIO/BANIO_rep_2_143748.mp4,data/landmarks/BANIO/BANIO_rep_2_143748.npy,data/landmarks_hands_only/BANIO/BANIO_rep_2_143748.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,False,original
YO,data/raw_videos/YO/YO_rep_0_114912.mp4,data/landmarks/YO/YO_rep_0_114912.npy,data/landmarks_hands_only/YO/YO_rep_0_114912.npy,60,52.25,0.9166666666666666,0,0.9166666666666666,0.0,0.9166666666666666,0.0833333333333333,0.962962962962963,ACCEPT,False,original
COMER,data/raw_videos/COMER/COMER_rep_2_115701.mp4,data/landmarks/COMER/COMER_rep_2_115701.npy,data/landmarks_hands_only/COMER/COMER_rep_2_115701.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,False,original
COMER,data/raw_videos/COMER/COMER_rep_0_140816.mp4,data/landmarks/COMER/COMER_rep_0_140816_aug_0.npy,data/landmarks_hands_only/COMER/COMER_rep_0_140816_aug_0.npy,60,50.5,0.8333333333333334,0,0.8333333333333334,0.0,0.8333333333333334,0.1666666666666666,0.925925925925926,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
COMER,data/raw_videos/COMER/COMER_rep_2_105626.mp4,data/landmarks/COMER/COMER_rep_2_105626.npy,data/landmarks_hands_only/COMER/COMER_rep_2_105626.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,False,original
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_0_114132.mp4,data/landmarks/AYUDA/AYUDA_rep_0_114132_aug_0.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_0_114132_aug_0.npy,60,71.85,1.0,0,1.85,0.85,0.15,0.0,0.96025,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
YO,data/raw_videos/YO/YO_rep_2_125359.mp4,data/landmarks/YO/YO_rep_2_125359.npy,data/landmarks_hands_only/YO/YO_rep_2_125359.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,False,original
COMER,data/raw_videos/COMER/COMER_rep_0_140816.mp4,data/landmarks/COMER/COMER_rep_0_140816.npy,data/landmarks_hands_only/COMER/COMER_rep_0_140816.npy,60,50.5,0.8333333333333334,0,0.8333333333333334,0.0,0.8333333333333334,0.1666666666666666,0.925925925925926,ACCEPT,False,original
YO,data/raw_videos/YO/YO_rep_3_112203.mp4,data/landmarks/YO/YO_rep_3_112203.npy,data/landmarks_hands_only/YO/YO_rep_3_112203.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT,False,original
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_0_143149.mp4,data/landmarks/AYUDA/AYUDA_rep_0_143149_aug_0.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_0_143149_aug_0.npy,60,73.25,1.0,0,1.9166666666666667,0.9166666666666666,0.0833333333333333,0.0,0.9779166666666664,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
HOLA,data/raw_videos/HOLA/HOLA_rep_0_110225.mp4,data/landmarks/HOLA/HOLA_rep_0_110225_aug_0.npy,data/landmarks_hands_only/HOLA/HOLA_rep_0_110225_aug_0.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
YO,data/raw_videos/YO/YO_rep_2_112315.mp4,data/landmarks/YO/YO_rep_2_112315_aug_0.npy,data/landmarks_hands_only/YO/YO_rep_2_112315_aug_0.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
BANIO,data/raw_videos/BANIO/BANIO_rep_2_105325.mp4,data/landmarks/BANIO/BANIO_rep_2_105325.npy,data/landmarks_hands_only/BANIO/BANIO_rep_2_105325.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,False,original
NO,data/raw_videos/NO/NO_rep_1_110520.mp4,data/landmarks/NO/NO_rep_1_110520.npy,data/landmarks_hands_only/NO/NO_rep_1_110520.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,False,original
TU,data/raw_videos/TU/TU_rep_1_115144.mp4,data/landmarks/TU/TU_rep_1_115144.npy,data/landmarks_hands_only/TU/TU_rep_1_115144.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,False,original
COMER,data/raw_videos/COMER/COMER_rep_2_115740.mp4,data/landmarks/COMER/COMER_rep_2_115740.npy,data/landmarks_hands_only/COMER/COMER_rep_2_115740.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,False,original
HOLA,data/raw_videos/HOLA/HOLA_rep_2_110133.mp4,data/landmarks/HOLA/HOLA_rep_2_110133_aug_0.npy,data/landmarks_hands_only/HOLA/HOLA_rep_2_110133_aug_0.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
SI,data/raw_videos/SI/SI_rep_2_110859.mp4,data/landmarks/SI/SI_rep_2_110859_aug_0.npy,data/landmarks_hands_only/SI/SI_rep_2_110859_aug_0.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
NO,data/raw_videos/NO/NO_rep_0_154517.mp4,data/landmarks/NO/NO_rep_0_154517.npy,data/landmarks_hands_only/NO/NO_rep_0_154517.npy,60,50.5,0.8333333333333334,0,0.8333333333333334,0.0,0.8333333333333334,0.1666666666666666,0.925925925925926,ACCEPT,False,original
NO,data/raw_videos/NO/NO_rep_1_110347.mp4,data/landmarks/NO/NO_rep_1_110347.npy,data/landmarks_hands_only/NO/NO_rep_1_110347.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,False,original
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_1_113739.mp4,data/landmarks/GRACIAS/GRACIAS_rep_1_113739.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_1_113739.npy,60,72.2,0.9333333333333332,0,1.8666666666666667,0.9333333333333332,0.0,0.0666666666666666,0.9646666666666668,ACCEPT,False,original
HOLA,data/raw_videos/HOLA/HOLA_rep_1_110046.mp4,data/landmarks/HOLA/HOLA_rep_1_110046_aug_0.npy,data/landmarks_hands_only/HOLA/HOLA_rep_1_110046_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_0_120757.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_0_120757_aug_0.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_0_120757_aug_0.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_1_121152.mp4,data/landmarks/GRACIAS/GRACIAS_rep_1_121152_aug_0.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_1_121152_aug_0.npy,60,74.65,1.0,0,1.9833333333333336,0.9833333333333332,0.0166666666666666,0.0,0.9955833333333334,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
POR_FAVOR,data/raw_videos/POR_FAVOR/POR_FAVOR_rep_3_124459.mp4,data/landmarks/POR_FAVOR/POR_FAVOR_rep_3_124459.npy,data/landmarks_hands_only/POR_FAVOR/POR_FAVOR_rep_3_124459.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,False,original
TU,data/raw_videos/TU/TU_rep_3_111432.mp4,data/landmarks/TU/TU_rep_3_111432.npy,data/landmarks_hands_only/TU/TU_rep_3_111432.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,False,original
GRACIAS,data/raw_videos/GRACIAS/GRACIAS_rep_2_123535.mp4,data/landmarks/GRACIAS/GRACIAS_rep_2_123535.npy,data/landmarks_hands_only/GRACIAS/GRACIAS_rep_2_123535.npy,60,74.65,1.0,0,1.9833333333333336,0.9833333333333332,0.0166666666666666,0.0,0.9955833333333334,ACCEPT,False,original
BANIO,data/raw_videos/BANIO/BANIO_rep_1_115504.mp4,data/landmarks/BANIO/BANIO_rep_1_115504_aug_0.npy,data/landmarks_hands_only/BANIO/BANIO_rep_1_115504_aug_0.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
COMER,data/raw_videos/COMER/COMER_rep_1_105810.mp4,data/landmarks/COMER/COMER_rep_1_105810.npy,data/landmarks_hands_only/COMER/COMER_rep_1_105810.npy,60,52.6,0.9166666666666666,0,0.9333333333333332,0.0166666666666666,0.9,0.0833333333333333,0.9662037037037036,ACCEPT,False,original
NO,data/raw_videos/NO/NO_rep_2_120008.mp4,data/landmarks/NO/NO_rep_2_120008_aug_0.npy,data/landmarks_hands_only/NO/NO_rep_2_120008_aug_0.npy,60,54.0,1.0,0,1.0,0.0,1.0,0.0,1.0,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
TU,data/raw_videos/TU/TU_rep_1_111544.mp4,data/landmarks/TU/TU_rep_1_111544.npy,data/landmarks_hands_only/TU/TU_rep_1_111544.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,False,original
NO,data/raw_videos/NO/NO_rep_2_110422.mp4,data/landmarks/NO/NO_rep_2_110422.npy,data/landmarks_hands_only/NO/NO_rep_2_110422.npy,60,55.75,0.9833333333333332,0,1.0833333333333333,0.1,0.8833333333333333,0.0166666666666666,0.9958333333333332,ACCEPT,False,original
TU,data/raw_videos/TU/TU_rep_2_111658.mp4,data/landmarks/TU/TU_rep_2_111658.npy,data/landmarks_hands_only/TU/TU_rep_2_111658.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,False,original
COMER,data/raw_videos/COMER/COMER_rep_2_115740.mp4,data/landmarks/COMER/COMER_rep_2_115740_aug_0.npy,data/landmarks_hands_only/COMER/COMER_rep_2_115740_aug_0.npy,60,53.3,0.9666666666666668,0,0.9666666666666668,0.0,0.9666666666666668,0.0333333333333333,0.9851851851851852,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
TU,data/raw_videos/TU/TU_rep_3_111704.mp4,data/landmarks/TU/TU_rep_3_111704_aug_0.npy,data/landmarks_hands_only/TU/TU_rep_3_111704_aug_0.npy,60,52.95,0.95,0,0.95,0.0,0.95,0.05,0.977777777777778,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
TU,data/raw_videos/TU/TU_rep_1_111503.mp4,data/landmarks/TU/TU_rep_1_111503_aug_0.npy,data/landmarks_hands_only/TU/TU_rep_1_111503_aug_0.npy,60,51.9,0.9,0,0.9,0.0,0.9,0.1,0.9555555555555556,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
HOLA,data/raw_videos/HOLA/HOLA_rep_0_114603.mp4,data/landmarks/HOLA/HOLA_rep_0_114603_aug_0.npy,data/landmarks_hands_only/HOLA/HOLA_rep_0_114603_aug_0.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
TU,data/raw_videos/TU/TU_rep_3_111615.mp4,data/landmarks/TU/TU_rep_3_111615.npy,data/landmarks_hands_only/TU/TU_rep_3_111615.npy,60,52.6,0.9333333333333332,0,0.9333333333333332,0.0,0.9333333333333332,0.0666666666666666,0.9703703703703704,ACCEPT,False,original
SI,data/raw_videos/SI/SI_rep_2_154202.mp4,data/landmarks/SI/SI_rep_2_154202.npy,data/landmarks_hands_only/SI/SI_rep_2_154202.npy,60,51.55,0.8833333333333333,0,0.8833333333333333,0.0,0.8833333333333333,0.1166666666666666,0.948148148148148,ACCEPT,False,original
AYUDA,data/raw_videos/AYUDA/AYUDA_rep_1_143220.mp4,data/landmarks/AYUDA/AYUDA_rep_1_143220_aug_0.npy,data/landmarks_hands_only/AYUDA/AYUDA_rep_1_143220_aug_0.npy,60,72.9,1.0,0,1.9,0.9,0.1,0.0,0.9735,ACCEPT,True,temporal_warp+spatial_scale+gaussian_noise
HOLA,data/raw_videos/HOLA/HOLA_rep_0_121603.mp4,data/landmarks/HOLA/HOLA_rep_0_121603.npy,data/landmarks_hands_only/HOLA/HOLA_rep_0_121603.npy,60,53.65,0.9833333333333332,0,0.9833333333333332,0.0,0.9833333333333332,0.0166666666666666,0.9925925925925926,ACCEPT,False,original
